latitude,longitude,timestamp
39.948,2.7654,1769262082
40.2135,3.2178,1769262089
40.4958,3.7067,1769262097
40.8684,4.3654,1769262107
41.1268,4.8312,1769262114
41.3647,5.2672,1769262120
41.6551,5.8086,1769262128
42.942,8.3447,1769262165
43.1815,8.8437,1769262172
43.4186,9.3471,1769262179
43.6377,9.8206,1769262186
43.9686,10.5523,1769262196
44.2133,11.1068,1769262203
44.439,11.6286,1769262210
44.7725,12.4196,1769262221
44.9914,12.9521,1769262228
45.2076,13.4889,1769262235
45.4964,14.2243,1769262244
45.7355,14.8498,1769262252
45.9415,15.4016,1769262259
46.3447,16.5182,1769262273
46.5418,17.0832,1769262280
46.722,17.6117,1769262287
46.9131,18.1848,1769262294
47.1142,18.8036,1769262301
47.9908,21.7129,1769262336
48.1467,22.2724,1769262342
48.3112,22.8788,1769262349
48.6299,24.1045,1769262364
48.7729,24.6787,1769262370
48.9233,25.301,1769262377
49.0701,25.9275,1769262384
49.203,26.5123,1769262391
49.4011,27.4182,1769262401
49.5914,28.3318,1769262411
49.7199,28.9757,1769262418
49.8357,29.5768,1769262424
49.9566,30.2275,1769262431
50.0899,30.9751,1769262439
50.2022,31.6329,1769262446
50.3028,32.2464,1769262453
50.4144,32.9577,1769262460
50.5214,33.6728,1769262468
50.9511,37.0027,1769262502
51.0255,37.6853,1769262509
51.1613,39.0573,1769262523
51.2184,39.6971,1769262530
51.2834,40.4865,1769262538
51.3833,41.8735,1769262552
51.553,45.3157,1769262587
51.574,46.0164,1769262594
51.5952,46.9684,1769262603
51.6085,47.9713,1769262613
51.6057,50.1281,1769262635
51.5946,50.8804,1769262642
51.5795,51.582,1769262649
51.5568,52.3829,1769262657
51.1766,58.591,1769262720
50.9588,60.7441,1769262742
50.8805,61.4246,1769262749
50.7979,62.1026,1769262756
50.6789,63.0186,1769262765
50.5863,63.6906,1769262772
50.4895,64.3595,1769262779
50.3886,65.0256,1769262787
50.2834,65.6887,1769262794
50.061,67.0055,1769262808
49.679,69.0472,1769262830
49.5587,69.6439,1769262836
49.4254,70.2831,1769262843
49.2284,71.1896,1769262853
49.0859,71.8195,1769262860
48.9184,72.5349,1769262868
48.7679,73.1566,1769262875
48.6138,73.7744,1769262882
47.8145,76.7181,1769262916
47.564,77.5651,1769262926
47.3846,78.1529,1769262933
47.2019,78.7365,1769262940
47.0159,79.3157,1769262947
46.8404,79.8499,1769262954
45.8638,82.623,1769262988
45.6567,83.173,1769262995
45.3255,84.0282,1769263006
44.2096,86.7163,1769263042
43.8994,87.4171,1769263052
43.6675,87.9289,1769263059
43.3322,88.6522,1769263069
42.9918,89.3671,1769263079
42.7506,89.8624,1769263086
42.5242,90.3192,1769263092
42.2784,90.8069,1769263099
42.0303,91.2903,1769263106
41.798,91.7356,1769263113
40.9789,93.2507,1769263135
40.7381,93.681,1769263142
40.4769,94.1406,1769263149
40.2136,94.5963,1769263156
39.9292,95.0806,1769263163
39.6618,95.5285,1769263170
39.3731,96.0044,1769263178
37.8967,98.3233,1769263215
36.4543,100.4252,1769263251
35.8742,101.2307,1769263265
35.5818,101.6287,1769263272
35.288,102.0236,1769263279
34.9715,102.4432,1769263287
34.547,102.9974,1769263297
34.2481,103.3817,1769263304
33.9478,103.763,1769263311
33.5813,104.2222,1769263319
33.2781,104.5971,1769263326
32.9954,104.9428,1769263333
32.6897,105.3123,1769263340
32.3388,105.7312,1769263348
32.0305,106.095,1769263355
31.6101,106.5844,1769263364
29.9302,108.4704,1769263402
29.6124,108.8154,1769263409
29.2716,109.1816,1769263416
28.9523,109.5212,1769263423
28.5863,109.9063,1769263431
28.2651,110.2408,1769263438
27.2493,111.2782,1769263460
25.6387,112.8639,1769263495
25.2856,113.2026,1769263503
24.9318,113.5388,1769263510
24.6245,113.8286,1769263517
24.1505,114.2713,1769263527
23.8176,114.5791,1769263534
23.341,115.0157,1769263544
22.887,115.4272,1769263553
22.4797,115.7929,1769263562
22.1435,116.0923,1769263569
21.8307,116.3688,1769263575
20.7682,117.2951,1769263597
20.4289,117.5868,1769263604
20.089,117.877,1769263611
19.7728,118.1453,1769263618
19.3831,118.4738,1769263626
18.8947,118.8822,1769263636
18.4055,119.2879,1769263646
18.0869,119.5502,1769263652
17.7434,119.8314,1769263659
16.6604,120.7079,1769263681
14.8289,122.158,1769263719
14.506,122.4098,1769263725
14.1083,122.7184,1769263733
13.76,122.9875,1769263740
13.3613,123.2941,1769263748
13.0121,123.5613,1769263755
12.6377,123.8467,1769263763
12.1379,124.2257,1769263773
11.7376,124.5279,1769263781
11.3369,124.829,1769263789
10.986,125.0917,1769263796
10.5091,125.4473,1769263805
9.7304,126.0245,1769263821
8.598,126.8572,1769263843
8.0939,127.2254,1769263853
7.7662,127.4641,1769263860
7.4131,127.7207,1769263867
7.0598,127.9769,1769263874
5.2653,129.2699,1769263909
4.9364,129.5056,1769263916
3.1637,130.7708,1769263951
2.7582,131.0593,1769263959
2.4034,131.3114,1769263966
1.9218,131.6534,1769263976
1.4147,132.0131,1769263986
1.0597,132.2648,1769263993
0.5779,132.6063,1769264002
0.1723,132.8937,1769264010
-0.1827,133.1452,1769264017
-0.5377,133.3968,1769264024
-0.8673,133.6303,1769264031
-1.9825,134.4213,1769264053
-2.3373,134.6731,1769264060
-2.7426,134.9611,1769264068
-3.2492,135.3214,1769264078
-3.9328,135.8085,1769264091
-4.3376,136.0975,1769264099
-4.7429,136.3873,1769264107
-5.2487,136.7496,1769264117
-5.5773,136.9854,1769264124
-6.0826,137.3488,1769264134
-7.1931,138.1509,1769264156
-7.5209,138.3887,1769264163
-7.8737,138.6453,1769264170
-8.3773,139.0126,1769264180
-8.7295,139.2703,1769264187
-10.6137,140.6615,1769264224
-10.9644,140.9231,1769264231
-11.441,141.2799,1769264241
-11.9408,141.6561,1769264251
-12.3402,141.9581,1769264259
-12.814,142.3181,1769264268
-13.9088,143.1577,1769264290
-14.4796,143.6,1769264302
-14.8017,143.8511,1769264308
-16.5061,145.1984,1769264343
-16.8506,145.4749,1769264350
-17.3175,145.8519,1769264359
-18.395,146.7331,1769264382
-18.8832,147.1377,1769264392
-19.1999,147.402,1769264398
-19.6864,147.811,1769264408
-20.0503,148.1194,1769264416
-20.4378,148.4501,1769264424
-20.8004,148.7617,1769264431
-21.1381,149.0542,1769264438
-21.5235,149.3902,1769264446
-22.5557,150.3038,1769264468
-22.914,150.6257,1769264475
-23.2239,150.9062,1769264482
-23.5572,151.2102,1769264489
-23.8895,151.5155,1769264496
-24.221,151.8226,1769264503
-24.5283,152.1093,1769264509
-24.8584,152.4197,1769264516
-25.1877,152.732,1769264523
-25.6333,153.1588,1769264533
-26.0075,153.5209,1769264541
-26.4736,153.9771,1769264551
-26.7989,154.2988,1769264558
-27.1464,154.6457,1769264565
-27.5159,155.0184,1769264573
-27.9072,155.4173,1769264582
-28.2742,155.7956,1769264590
-28.5714,156.105,1769264597
-29.2088,156.778,1769264611
-30.202,157.854,1769264633
-30.8287,158.5511,1769264647
-31.1182,158.8781,1769264653
-31.5615,159.3853,1769264663
-31.8925,159.7692,1769264671
-32.1781,160.1042,1769264677
-32.5294,160.5211,1769264685
-32.8129,160.8614,1769264692
-33.1168,161.2304,1769264699
-33.4195,161.6022,1769264706
-33.7208,161.9768,1769264713
-34.0209,162.3542,1769264720
-34.4471,162.8983,1769264730
-34.8076,163.3662,1769264738
-35.1236,163.7821,1769264746
-35.4171,164.1735,1769264753
-35.7091,164.5679,1769264760
-35.9995,164.9655,1769264767
-36.3091,165.3949,1769264774
-36.6781,165.915,1769264783
-37.2469,166.7348,1769264797
-37.5489,167.1794,1769264805
-37.829,167.5978,1769264812
-38.1074,168.0196,1769264819
-38.3842,168.445,1769264826
-38.6591,168.8738,1769264833
-39.2034,169.7418,1769264847
-39.5685,170.339,1769264857
-39.8353,170.7834,1769264864
-40.1378,171.2957,1769264872
-40.3818,171.7156,1769264878
-40.6425,172.1715,1769264885
-41.1579,173.0947,1769264899
-41.3943,173.5285,1769264906
-41.6467,173.9994,1769264913
-41.8969,174.4741,1769264920
-42.145,174.9528,1769264927
-42.3732,175.4008,1769264933
-42.6341,175.922,1769264941
-42.9095,176.4833,1769264949
-43.148,176.9788,1769264956
-43.3675,177.4429,1769264962
-43.6343,178.0183,1769264970
-44.7319,-179.4739,1769265004
-45.0119,-178.7937,1769265013
-45.677,-177.1012,1769265036
-45.8827,-176.554,1769265043
-46.1714,-175.765,1769265053
-46.3701,-175.2071,1769265060
-46.5655,-174.6454,1769265067
-46.7579,-174.0795,1769265074
-47.342,-172.2733,1769265096
-47.5465,-171.6063,1769265104
-47.7467,-170.934,1769265112
-47.9908,-170.0858,1769265122
-48.1693,-169.4443,1769265129
-48.3554,-168.7549,1769265137
-48.5145,-168.147,1769265144
-48.6701,-167.5354,1769265151
-49.3738,-164.51,1769265185
-49.5266,-163.7853,1769265193
-49.7106,-162.8729,1769265203
-50.0874,-160.8408,1769265225
-50.1991,-160.1873,1769265232
-50.2992,-159.5777,1769265239
-50.4464,-158.6348,1769265249
-50.5444,-157.9713,1769265256
-50.6383,-157.3048,1769265263
-50.7218,-156.6833,1769265270
-50.8077,-156.0116,1769265277
-50.8893,-155.3375,1769265284
-50.9613,-154.7095,1769265290
-51.0347,-154.031,1769265297
-51.1039,-153.349,1769265304
-51.2333,-151.9324,1769265319
-51.2891,-151.2456,1769265326
-51.337,-150.6065,1769265332
-51.4707,-148.434,1769265354
-51.5041,-147.7401,1769265361
-51.5368,-146.9457,1769265369
-51.5607,-146.25,1769265376
-51.5812,-145.5038,1769265384
-51.5957,-144.8067,1769265391
-51.6074,-143.9594,1769265399
-51.5864,-140.5209,1769265434
-51.5451,-139.0783,1769265448
-51.5183,-138.3829,1769265455
-51.4821,-137.5894,1769265463
-51.4457,-136.8962,1769265471
-51.4049,-136.2035,1769265478
-51.3493,-135.3649,1769265486
-51.2987,-134.676,1769265493
-51.2396,-133.9398,1769265501
-51.1799,-133.2545,1769265508
-51.0968,-132.3763,1769265517
-51.0273,-131.6956,1769265524
-50.9425,-130.9203,1769265532
-50.8579,-130.1963,1769265539
-50.7745,-129.5217,1769265546
-50.687,-128.8511,1769265553
-50.3848,-126.7609,1769265575
-50.2802,-126.1018,1769265582
-50.1477,-125.3058,1769265591
-49.9842,-124.3753,1769265601
-49.8214,-123.4971,1769265610
-49.6968,-122.8541,1769265617
-49.5683,-122.2147,1769265624
-49.4361,-121.579,1769265631
-49.3,-120.9469,1769265638
-48.5418,-117.7557,1769265674
-48.3832,-117.147,1769265681
-48.1977,-116.4564,1769265689
-47.9474,-115.5579,1769265700
-47.6018,-114.3742,1769265714
-47.0318,-112.5471,1769265736
-46.8167,-111.8931,1769265744
-46.6251,-111.3254,1769265751
-46.4305,-110.762,1769265758
-46.2328,-110.2028,1769265765
-45.9452,-109.4113,1769265775
-45.7402,-108.8624,1769265782
-45.5175,-108.2791,1769265790
-45.3066,-107.739,1769265797
-45.0929,-107.2034,1769265804
-44.7829,-106.4454,1769265814
-44.4674,-105.6961,1769265824
-44.2271,-105.1396,1769265831
-44.0002,-104.6247,1769265838
-43.6715,-103.896,1769265848
-43.3377,-103.1759,1769265858
-43.084,-102.6413,1769265866
-42.8447,-102.1466,1769265873
-42.603,-101.6557,1769265880
-42.3591,-101.1691,1769265887
-42.1128,-100.6866,1769265894
-41.8643,-100.2079,1769265901
-41.3601,-99.2616,1769265915
-41.105,-98.7947,1769265922
-40.7182,-98.1014,1769265933
-40.4579,-97.6441,1769265940
-40.1767,-97.1583,1769265947
-39.8741,-96.6446,1769265955
-39.0291,-95.257,1769265977
-38.7368,-94.7921,1769265985
-37.3457,-92.6753,1769266020
-37.0624,-92.2621,1769266027
-36.7365,-91.7939,1769266035
-36.1612,-90.9846,1769266049
-35.8088,-90.4994,1769266057
-35.4962,-90.0753,1769266065
-35.0766,-89.5153,1769266075
-34.7388,-89.0717,1769266083
-34.314,-88.5227,1769266093
-33.972,-88.0878,1769266101
-33.6498,-87.6834,1769266108
-33.3478,-87.309,1769266115
-32.3681,-86.1241,1769266138
-32.0607,-85.7612,1769266145
-31.752,-85.4008,1769266152
-31.2869,-84.8651,1769266163
-30.9753,-84.5112,1769266170
-30.6401,-84.1346,1769266177
-30.3262,-83.7858,1769266184
-29.3326,-82.7049,1769266206
-27.5465,-80.8439,1769266245
-27.1534,-80.4472,1769266254
-26.6891,-79.9843,1769266264
-26.2231,-79.5255,1769266274
-25.849,-79.1614,1769266282
-25.4974,-78.8223,1769266289
-24.838,-78.1947,1769266303
-24.5073,-77.8837,1769266310
-24.1522,-77.5526,1769266318
-23.487,-76.9398,1769266332
-23.1532,-76.636,1769266339
-22.7471,-76.2693,1769266347
-22.4118,-75.969,1769266354
-22.0754,-75.6699,1769266361
-20.3861,-74.1993,1769266397
-20.0464,-73.9095,1769266404
-19.6818,-73.6005,1769266411
-19.1946,-73.1909,1769266421
-18.8529,-72.9058,1769266428
-18.4618,-72.5815,1769266436
-18.119,-72.299,1769266443
-17.7512,-71.9978,1769266451
-17.4073,-71.7179,1769266458
-17.0138,-71.3993,1769266466
-15.9038,-70.5113,1769266488
-15.5575,-70.2373,1769266495
-15.2107,-69.9641,1769266502
-14.8386,-69.6726,1769266510
-14.3419,-69.2857,1769266520
-13.8446,-68.9007,1769266530
-10.6684,-66.4943,1769266594
-10.3168,-66.2327,1769266601
-8.5552,-64.9344,1769266636
-7.9247,-64.4741,1769266648
-7.5714,-64.217,1769266655
-7.1925,-63.9421,1769266663
-6.4848,-63.4301,1769266677
-6.1307,-63.1748,1769266684
-4.2056,-61.7944,1769266722
-3.8507,-61.541,1769266729
-3.1404,-61.035,1769266743
-2.6072,-60.6558,1769266753
-2.2509,-60.4026,1769266760
-1.8955,-60.1503,1769266767
-1.54,-59.898,1769266774
-1.159,-59.6278,1769266782
-0.0409,-58.8352,1769266804
0.4423,-58.4927,1769266814
0.9254,-58.1503,1769266823
1.281,-57.8982,1769266830
1.6368,-57.6458,1769266837
2.0178,-57.3754,1769266845
2.3733,-57.1229,1769266852
2.7289,-56.8702,1769266859
3.0844,-56.6173,1769266866
3.795,-56.1111,1769266880
4.1756,-55.8395,1769266887
4.5561,-55.5675,1769266895
4.9618,-55.2772,1769266903
5.342,-55.0046,1769266910
5.6966,-54.7499,1769266917
6.1018,-54.4583,1769266925
6.6841,-54.0381,1769266937
7.0383,-53.7819,1769266944
7.4175,-53.5069,1769266951
8.5289,-52.6969,1769266973
8.9073,-52.4196,1769266981
9.2604,-52.1601,1769266988
9.7642,-51.7885,1769266998
10.1671,-51.4903,1769267006
10.5946,-51.1725,1769267014
10.9464,-50.9101,1769267022
11.2979,-50.647,1769267029
11.8246,-50.251,1769267039
12.426,-49.7961,1769267051
12.7764,-49.5297,1769267058
14.5228,-48.185,1769267093
15.0203,-47.7964,1769267103
15.3928,-47.5037,1769267111
15.74,-47.2295,1769267118
16.0868,-46.9543,1769267125
16.6062,-46.5394,1769267135
18.308,-45.156,1769267170
18.6513,-44.8722,1769267177
18.9941,-44.587,1769267184
19.3364,-44.3006,1769267191
19.825,-43.8886,1769267201
20.5063,-43.3078,1769267215
20.8705,-42.9942,1769267223
21.2096,-42.7,1769267230
21.7173,-42.2559,1769267240
22.1994,-41.8298,1769267250
23.255,-40.881,1769267272
24.3275,-39.8934,1769267295
24.6596,-39.5824,1769267302
25.0145,-39.2473,1769267309
25.345,-38.9325,1769267316
25.6748,-38.6158,1769267323
26.0272,-38.2743,1769267331
26.4962,-37.8148,1769267341
26.823,-37.4912,1769267348
27.3115,-37.0021,1769267358
27.7748,-36.5318,1769267368
28.098,-36.2,1769267375
28.4203,-35.866,1769267382
30.175,-33.9882,1769267421
30.5131,-33.6141,1769267428
30.8275,-33.2624,1769267435
31.1408,-32.9082,1769267443
31.453,-32.5514,1769267450
32.0962,-31.8036,1769267464
32.4049,-31.4386,1769267471
32.7122,-31.071,1769267478
33.0183,-30.7006,1769267485
33.3231,-30.3275,1769267492
33.6913,-29.8707,1769267501
33.9932,-29.4912,1769267508
34.315,-29.0815,1769267515
34.614,-28.696,1769267522
34.9116,-28.3075,1769267529
35.2078,-27.9159,1769267536
35.5235,-27.4929,1769267544
35.8583,-27.0378,1769267552
36.1704,-26.6074,1769267559
37.5829,-24.5785,1769267594
37.8645,-24.157,1769267601
38.1642,-23.7016,1769267608
38.4421,-23.2729,1769267615
38.836,-22.6545,1769267625
39.129,-22.1858,1769267633
39.4005,-21.7445,1769267640
39.6701,-21.2996,1769267647
40.2035,-20.3985,1769267661
40.5234,-19.8441,1769267670
40.7845,-19.3834,1769267677
41.062,-18.8854,1769267684
41.3187,-18.4167,1769267691
